	neutrophils	lymphocytes	monocytes	eosinophils	basophils
ADAM32	-0.25741800241121593	-0.6403730395337267	-0.05499722914355846	-0.03988529348993877	0.004951581050492461
ADAM8	1.1245225060939854	-0.4609024250208115	-0.0022369752164131426	0.09513622048587317	-0.003549995014524711
ADAM9	0.8891495922786687	-0.6730571572870633	0.10475352187572538	-0.012363881522202354	-0.011001031796876122
ADAMDEC1	-0.9157680117763946	-0.2544061161397798	0.05314599999955251	0.1903083745234608	-0.0025002035897703995
ADAMTS1	-0.17065771714011033	-0.04808228671264277	-0.018760841575504027	-0.0399830592796284	-0.00020940729090095425
ADAMTS10	-0.8595026843078853	0.2201506714847724	-0.06360208008369624	-0.028170359149306275	-0.0002849378068469997
ADAMTS13	-2.393876746789938	0.5186732436485277	-0.0963400131413798	-0.06246230611286304	0.00497527136341661
ADAMTS17	-1.021099490195445	0.46842412079958473	-0.10490264306521092	-0.03239748815277736	0.002888190258818546
ADAMTS4	-3.9030976889696296	0.41579745689701225	-0.2752120793139978	-0.0402477208273857	0.0019440824373842575
ADAMTS5	-0.18799452264331437	-0.3725961155098088	0.051310036432287646	-0.08120977995669537	0.0024900422566623854
ADAMTS6	-1.6061667852460735	0.27939262170789597	-0.11234840535983283	-0.03752773690460391	-0.0020485542942144906
ADAMTSL4	0.35053907817662566	-0.18821238884321126	0.04550979509015823	-0.012094309727464357	-0.0017632978616992107
ADAMTSL5	-1.3918740911468097	0.45297190201187915	-0.06804709090366481	-0.046349339144741805	0.003591945217916964
ADAP1	0.24785035895820895	-0.4882905119979212	0.04962646562047817	-0.014091747842730418	-0.008915053192922514
ADAP2	-0.2284885154117294	-0.23621609284582168	0.125483493890977	0.006462749401364944	-0.004516512156842225
ADAR	0.8158857217574975	-0.3682667824844554	0.030891059562688186	0.0010373340197328837	-0.006238308305696187
ADARB1	-0.930547321174766	0.34365759154978115	-0.03375611982592505	0.0796426617706404	0.005134336895006719
ADARB2	-0.16801007843549207	-0.10520039263561401	-0.02687840777620473	-0.002016498467405277	0.0011327094819166019
ADAT1	-0.6648409471722512	0.0539274504323861	-0.04132087169757946	0.02205575041383839	0.00035900786477663805
ADAT2	-1.7455849240713728	0.3199154254298902	-0.09432101936098959	-0.0001273709326985806	-6.403074069616117e-05
ADAT3	-0.8183991119819745	0.040721308018679514	-0.03443713214859257	0.00402303438037507	6.97254221837222e-05
ADCK1	-1.3561328051442265	0.041979116661044175	-0.016450893988520357	0.01887328246554271	0.000516258938753796
ADCK2	-2.020869539897552	0.09902165525696965	-0.07048943011700197	-0.026135473609376163	-0.0022189752957400798
ADCK4	-0.2839940442889729	-0.4312342177846446	-0.03340584732606338	-0.009098866280121548	-0.002838874293749496
ADCK5	-1.9630612469540754	0.17905021738633387	-0.07565770122129123	-0.015570026186498456	-0.001022901634472892
ADCY3	-1.3241568769662508	0.006874649311562616	-0.08658434581016339	-0.031520257793431365	-0.0038177808497830805
ADCY4	0.7866456574553026	-0.29869592659248734	0.012590998956742977	0.09084822186158847	-0.002906005925991934
ADCY6	-1.7490972529253164	-0.5531572867980559	-0.09819064003396549	-0.03078520965019861	-0.0063759440671071
ADCY7	-0.9666946932584886	-0.20660832783253869	0.017547730685965837	-0.014872456712538016	-0.00850286627560174
ADCY9	-0.7298332676421865	0.07543541657469335	0.009612508196502756	-0.012969676378843959	-0.0011705612070646593
ADD1	-0.8457470270883027	0.024146674724888878	-0.05502860963845214	0.0717629585365531	0.001050372503809364
ADD2	-0.85687155904951	0.3935125583297064	-0.03148653847804678	0.003215980398672491	0.005316148745684143
ADD3	-1.5445394179780987	0.1388182432957178	-0.09681003552178381	0.08007110838966863	-0.0017631700934474044
ADH5	-2.4131279333531745	0.13084578552477893	-0.1130298436227497	0.04979069727737984	-0.004447789359069269
ADHFE1	-0.8147102862968848	0.17043660721833603	-0.02017598717221817	0.0073297161226427605	0.0004133387000056593
ADI1	-1.1583138747769492	-0.4216790039356098	-0.00939563558196789	0.17354094807795942	-0.006028070083843647
ADIPOR1	0.3855110013124239	-0.5301896135256212	-0.04020740953739383	-0.02713726577164404	-0.005582450082314126
ADIPOR2	-1.1941227593242736	-0.20959071183875397	-0.02827931787277065	0.0785046002134068	-0.0028409008896354898
ADK	-1.358100515121333	0.30382063114974145	-0.057216109344423456	0.015204948903646218	0.0023725538218348687
ADM	1.0635217920260622	-0.13957953024508993	0.029345553179068513	-0.019769092353752352	-0.0033466585414536083
ADM2	0.14187395223429866	0.32347931166425603	0.0029832376041707127	-0.012525539238468332	0.009658098278451996
ADNP	-0.48448783779103527	0.1372079925197083	-0.021521706866034197	0.029077926919420693	0.0019346421457128108
ADNP2	-1.3795182359795901	0.14760938420774314	-0.07244299457754298	0.0061500188926730745	0.0004018312752505895
ADO	-1.6170413803272687	0.016823914600901487	-0.02435283779840592	-0.008008790051539715	-0.0019261847884894667
ADORA1	-0.6620630801485712	-0.3588199945945461	-0.03614507461940604	-0.13443431295727082	-0.016589760697229148
ADORA2A	-0.6227414880514073	-0.11428950528588427	-0.08297579678991526	-0.07647928759453838	-0.004289686263478628
