	neutrophils	lymphocytes	monocytes	eosinophils	basophils
ACSS1	0.1338812969810533	0.06310696155665335	-0.010867723787490102	-0.004655415922711395	0.004012069207065304
ACSS2	-0.3209758445248827	-0.02443522822192776	0.014232430740408645	0.08217032443084284	-0.001830918662673652
ACSS3	0.12941400682696486	-0.02272734501000058	-0.014525217133215971	-0.1171067048876747	-0.0016931808710494722
ACTA2	0.13151617895891346	-0.015441108015676618	0.0049607162326973965	-0.031610665276702685	-0.0002696423955126542
ACTA2-AS1	0.7164341993911136	0.06188261714607207	-0.008735292883295383	-0.05175707587641876	0.0010552391416287607
ACTB	-0.2892304602891012	-0.08274114717276655	0.005906770551025927	0.12804242668593782	-0.002847238588112697
ACTBL2	0.2971767269657726	0.012481779957205768	0.024423504222504274	-0.04249800191148267	-0.00018241452944831157
ACTG1	-0.47857269640521927	-0.11850242564231296	-0.010298392749786922	0.13459634672113488	-0.0026229615974998665
ACTG1P4	0.398209647167248	0.039055882553751704	-0.0031333195317650372	-0.043056720184006414	-0.0001899141570741245
ACTG2	-0.20757452899580112	-0.1287245282948866	-0.013587672817999105	0.060378094038665675	-0.0019347985307433507
ACTL10	0.33089206472242666	-0.01614784521533544	0.017556493478152177	0.07345135435205677	0.0009161409334396537
ACTL6A	-0.6336225552094906	-0.036500782070063936	-0.007013751720376958	-0.031079957206817332	-0.0014065571930460005
ACTL7B	0.7302013198092058	0.10544107194052466	-0.032915317302382514	-0.0750532470393851	-0.004297190259693535
ACTN1	0.33392369539370964	0.05921281314154202	0.004739021758308217	0.02293555665105467	0.005390672736611356
ACTN1-AS1	-0.18381750010723844	-0.042071380343005345	-0.05891685811629036	-0.07165631044759778	-0.0020283032510228834
ACTN4	-0.484315996915995	-0.08922790247656588	0.005665255787561233	0.17623458415085178	-0.002104119078637078
ACTR10	-0.6672703616048511	-0.05724980106576178	0.003137913071819233	-0.02123064417992039	-0.0013431093307430483
ACTR1A	-0.5054848111111979	0.012693404747474518	0.04751906218920392	0.17573964050811477	0.0003778352355173026
ACTR1B	-0.0381045035290967	0.07928384256646658	0.0390307921983803	0.1236408336923884	0.0007124543022820707
ACTR2	-0.48190062826327756	-0.10974497650753795	0.004581256688317796	-0.032173995628265215	-0.004588079893618641
ACTR3	-0.10153363928940792	-0.11356032276931473	0.044467527419446026	0.08330772367576611	-0.003430636168814065
ACTR3B	-0.2817316527919574	0.03033262179002924	-0.006197821792000521	-0.03743906632584565	0.000368127604835368
ACTR3C	0.42849326087914874	0.0266176238819091	-0.0019992874652753276	-0.08256553151242269	0.0008501161927415783
ACTR5	-0.006446225003268011	0.06825770450077379	-0.014464701170788621	0.03904242688253055	-0.0007066177376803635
ACTR6	-0.27788124428693206	-0.042764020920803954	-0.0051503784115257065	-0.1088725491024147	-0.0037362021111913314
